ProductID;ProductName;ProductPrice;ProductStock;ProductDescription;ProductCreatedDate;ProductIsActive;ProductBarcode;CategoryID
29;Pratik Bej Bluetooth Hoparlör B Serisi 01-0029;1636428.00;774;Elektronik kategorisi için bej renkli, pratik bluetooth hoparlör ürünü.;2026-07-16 05:02:33.000;1;8,69E+12;1
30;Şık Turuncu Oyuncu Mouse Pro 01-0030;3367983.00;724;Elektronik kategorisi için turuncu renkli, şık oyuncu mouse ürünü.;2026-07-24 08:24:24.000;1;8,69E+12;1
31;Yeni Nesil Turuncu HDMI Kablo Luna 01-0031;2216235.00;310;Elektronik kategorisi için turuncu renkli, yeni nesil hdmi kablo ürünü.;2026-07-03 03:32:37.000;1;8,69E+12;1
32;Ekonomik Beyaz Akıllı Saat B Serisi 01-0032;2455468.00;670;Elektronik kategorisi için beyaz renkli, ekonomik akıllı saat ürünü.;2026-07-19 19:22:22.000;1;8,69E+12;1
33;Şık Beyaz Oyuncu Mouse Standart 01-0033;880402.00;666;Elektronik kategorisi için beyaz renkli, şık oyuncu mouse ürünü.;2026-07-27 16:10:27.000;1;8,69E+12;1
34;Yeni Nesil Siyah USB Bellek Nova 01-0034;1502171.00;255;Elektronik kategorisi için siyah renkli, yeni nesil usb bellek ürünü.;2026-07-19 22:27:13.000;1;8,69E+12;1
35;Şık Yeşil HDMI Kablo Mini 01-0035;1988339.00;932;Elektronik kategorisi için yeşil renkli, şık hdmi kablo ürünü.;2026-07-01 07:03:23.000;1;8,69E+12;1
36;Premium Turuncu Kablosuz Kulaklık Luna 01-0036;1285482.00;405;Elektronik kategorisi için turuncu renkli, premium kablosuz kulaklık ürünü.;2026-07-28 06:19:58.000;1;8,69E+12;1
37;Yeni Nesil Kırmızı USB Bellek Pro 01-0037;347173.00;556;Elektronik kategorisi için kırmızı renkli, yeni nesil usb bellek ürünü.;2026-07-01 12:35:15.000;1;8,69E+12;1
38;Kompakt Beyaz Mekanik Klavye Elite 01-0038;2303613.00;853;Elektronik kategorisi için beyaz renkli, kompakt mekanik klavye ürünü.;2026-07-07 17:42:32.000;1;8,69E+12;1
39;Kompakt Turuncu Kablosuz Kulaklık Plus 01-0039;2603677.00;592;Elektronik kategorisi için turuncu renkli, kompakt kablosuz kulaklık ürünü.;2026-07-13 14:52:04.000;1;8,69E+12;1
40;Ekonomik Mor Bluetooth Hoparlör C Serisi 01-0040;3152121.00;348;Elektronik kategorisi için mor renkli, ekonomik bluetooth hoparlör ürünü.;2026-07-08 13:44:14.000;1;8,69E+12;1
41;Profesyonel Turuncu Laptop Soğutucu Max 01-0041;3051742.00;683;Elektronik kategorisi için turuncu renkli, profesyonel laptop soğutucu ürünü.;2026-07-27 04:33:32.000;1;8,69E+12;1
42;Modern Bej HDMI Kablo Max 01-0042;56468.00;764;Elektronik kategorisi için bej renkli, modern hdmi kablo ürünü.;2026-07-20 08:37:51.000;1;8,69E+12;1
43;Pratik Siyah Mekanik Klavye Max 01-0043;1443567.00;629;Elektronik kategorisi için siyah renkli, pratik mekanik klavye ürünü.;2026-07-05 18:15:21.000;1;8,69E+12;1
44;Yeni Nesil Yeşil Mekanik Klavye Pro 01-0044;3121926.00;268;Elektronik kategorisi için yeşil renkli, yeni nesil mekanik klavye ürünü.;2026-07-13 01:44:20.000;1;8,69E+12;1
45;Premium Lacivert Mekanik Klavye Elite 01-0045;2583071.00;949;Elektronik kategorisi için lacivert renkli, premium mekanik klavye ürünü.;2026-07-30 09:02:25.000;1;8,69E+12;1
46;Pratik Yeşil Web Kamera Eco 01-0046;3424203.00;652;Elektronik kategorisi için yeşil renkli, pratik web kamera ürünü.;2026-07-05 13:01:20.000;1;8,69E+12;1
47;Kaliteli Turuncu HDMI Kablo Eco 01-0047;2988712.00;632;Elektronik kategorisi için turuncu renkli, kaliteli hdmi kablo ürünü.;2026-07-31 04:54:12.000;1;8,69E+12;1
48;Yeni Nesil Mavi Taşınabilir Şarj Cihazı Plus 01-0048;2237539.00;149;Elektronik kategorisi için mavi renkli, yeni nesil taşınabilir şarj cihazı ürünü.;2026-07-30 08:29:48.000;1;8,69E+12;1
49;Şık Lacivert Kablosuz Kulaklık Standart 01-0049;1767104.00;984;Elektronik kategorisi için lacivert renkli, şık kablosuz kulaklık ürünü.;2026-07-30 02:17:42.000;1;8,69E+12;1
50;Yeni Nesil Siyah Akıllı Saat Pro 01-0050;2866547.00;754;Elektronik kategorisi için siyah renkli, yeni nesil akıllı saat ürünü.;2026-07-07 08:30:50.000;1;8,69E+12;1
51;Şık Kahverengi USB Bellek Elite 01-0051;1223633.00;428;Elektronik kategorisi için kahverengi renkli, şık usb bellek ürünü.;2026-07-12 07:12:04.000;1;8,69E+12;1
52;Dayanıklı Gri Laptop Soğutucu Luna 01-0052;1115813.00;527;Elektronik kategorisi için gri renkli, dayanıklı laptop soğutucu ürünü.;2026-07-09 01:54:23.000;1;8,69E+12;1
53;Hafif Pembe Akıllı Saat Plus 01-0053;1941319.00;161;Elektronik kategorisi için pembe renkli, hafif akıllı saat ürünü.;2026-07-28 04:41:31.000;1;8,69E+12;1
54;Dayanıklı Gri Telefon Kılıfı B Serisi 01-0054;218903.00;678;Elektronik kategorisi için gri renkli, dayanıklı telefon kılıfı ürünü.;2026-07-26 15:09:42.000;1;8,69E+12;1
55;Şık Lacivert Mekanik Klavye A Serisi 01-0055;3179469.00;425;Elektronik kategorisi için lacivert renkli, şık mekanik klavye ürünü.;2026-07-23 04:55:37.000;1;8,69E+12;1
56;Dayanıklı Pembe Oyuncu Mouse Plus 01-0056;1908703.00;485;Elektronik kategorisi için pembe renkli, dayanıklı oyuncu mouse ürünü.;2026-07-24 17:04:10.000;1;8,69E+12;1
57;Profesyonel Turuncu Telefon Kılıfı Max 01-0057;1852213.00;11;Elektronik kategorisi için turuncu renkli, profesyonel telefon kılıfı ürünü.;2026-08-01 09:35:26.000;1;8,69E+12;1
58;Premium Mor Laptop Soğutucu Mini 01-0058;2751886.00;287;Elektronik kategorisi için mor renkli, premium laptop soğutucu ürünü.;2026-07-19 10:38:19.000;1;8,69E+12;1
59;Premium Turuncu Tablet Standı Plus 01-0059;3111803.00;804;Elektronik kategorisi için turuncu renkli, premium tablet standı ürünü.;2026-07-06 02:30:25.000;1;8,69E+12;1
60;Yeni Nesil Lacivert Taşınabilir Şarj Cihazı Elite 01-0060;3376089.00;884;Elektronik kategorisi için lacivert renkli, yeni nesil taşınabilir şarj cihazı ürünü.;2026-07-14 21:53:13.000;1;8,69E+12;1
61;Günlük Gri Bluetooth Hoparlör Pro 01-0061;533967.00;858;Elektronik kategorisi için gri renkli, günlük bluetooth hoparlör ürünü.;2026-07-11 09:46:05.000;1;8,69E+12;1
62;Dayanıklı Kırmızı Tablet Standı Mini 01-0062;2681047.00;837;Elektronik kategorisi için kırmızı renkli, dayanıklı tablet standı ürünü.;2026-07-08 22:34:28.000;1;8,69E+12;1
63;Yeni Nesil Mor Oyuncu Mouse Mini 01-0063;1362286.00;883;Elektronik kategorisi için mor renkli, yeni nesil oyuncu mouse ürünü.;2026-07-26 21:20:13.000;1;8,69E+12;1
64;Günlük Bej Akıllı Saat Max 01-0064;1956874.00;249;Elektronik kategorisi için bej renkli, günlük akıllı saat ürünü.;2026-07-19 18:00:07.000;1;8,69E+12;1
65;Dayanıklı Mavi Kablosuz Kulaklık Luna 01-0065;2606418.00;413;Elektronik kategorisi için mavi renkli, dayanıklı kablosuz kulaklık ürünü.;2026-07-21 07:51:17.000;1;8,69E+12;1
66;Hafif Lacivert Bluetooth Hoparlör Elite 01-0066;3053357.00;996;Elektronik kategorisi için lacivert renkli, hafif bluetooth hoparlör ürünü.;2026-07-05 04:28:45.000;1;8,69E+12;1
67;Ekonomik Siyah Bluetooth Hoparlör B Serisi 01-0067;3016120.00;338;Elektronik kategorisi için siyah renkli, ekonomik bluetooth hoparlör ürünü.;2026-07-18 15:19:10.000;1;8,69E+12;1
68;Dayanıklı Yeşil Taşınabilir Şarj Cihazı Eco 01-0068;2852743.00;221;Elektronik kategorisi için yeşil renkli, dayanıklı taşınabilir şarj cihazı ürünü.;2026-07-12 16:19:55.000;1;8,69E+12;1
69;Günlük Bej Telefon Kılıfı Plus 01-0069;3473230.00;778;Elektronik kategorisi için bej renkli, günlük telefon kılıfı ürünü.;2026-07-20 23:26:40.000;1;8,69E+12;1
70;Pratik Lacivert Kablosuz Kulaklık C Serisi 01-0070;539371.00;143;Elektronik kategorisi için lacivert renkli, pratik kablosuz kulaklık ürünü.;2026-07-04 06:31:05.000;1;8,69E+12;1
71;Günlük Siyah Telefon Kılıfı Standart 01-0071;2002979.00;578;Elektronik kategorisi için siyah renkli, günlük telefon kılıfı ürünü.;2026-07-17 19:57:34.000;1;8,69E+12;1
72;Pratik Bej Telefon Kılıfı Nova 01-0072;1531092.00;455;Elektronik kategorisi için bej renkli, pratik telefon kılıfı ürünü.;2026-07-29 00:14:48.000;1;8,69E+12;1
73;Yeni Nesil Mavi Kablosuz Kulaklık Mini 01-0073;2771033.00;63;Elektronik kategorisi için mavi renkli, yeni nesil kablosuz kulaklık ürünü.;2026-07-19 00:18:32.000;1;8,69E+12;1
74;Ekonomik Kırmızı Web Kamera Nova 01-0074;191465.00;315;Elektronik kategorisi için kırmızı renkli, ekonomik web kamera ürünü.;2026-07-30 18:33:02.000;1;8,69E+12;1
75;Şık Beyaz Tablet Standı A Serisi 01-0075;1284416.00;20;Elektronik kategorisi için beyaz renkli, şık tablet standı ürünü.;2026-07-14 18:59:56.000;1;8,69E+12;1
76;Şık Bej Oyuncu Mouse Elite 01-0076;2567573.00;11;Elektronik kategorisi için bej renkli, şık oyuncu mouse ürünü.;2026-07-12 03:39:48.000;1;8,69E+12;1
77;Şık Mavi USB Bellek Mini 01-0077;3069123.00;767;Elektronik kategorisi için mavi renkli, şık usb bellek ürünü.;2026-07-12 10:43:06.000;1;8,69E+12;1
78;Dayanıklı Mor Kablosuz Kulaklık Max 01-0078;3344918.00;736;Elektronik kategorisi için mor renkli, dayanıklı kablosuz kulaklık ürünü.;2026-07-31 11:57:14.000;1;8,69E+12;1
79;Premium Pembe Telefon Kılıfı Standart 01-0079;415384.00;778;Elektronik kategorisi için pembe renkli, premium telefon kılıfı ürünü.;2026-07-24 02:18:30.000;1;8,69E+12;1
80;Günlük Mavi HDMI Kablo Pro 01-0080;529778.00;257;Elektronik kategorisi için mavi renkli, günlük hdmi kablo ürünü.;2026-07-20 02:35:04.000;1;8,69E+12;1
81;Pratik Pembe Telefon Kılıfı B Serisi 01-0081;786198.00;489;Elektronik kategorisi için pembe renkli, pratik telefon kılıfı ürünü.;2026-07-31 22:15:45.000;1;8,69E+12;1
82;Premium Siyah HDMI Kablo Standart 01-0082;1740851.00;225;Elektronik kategorisi için siyah renkli, premium hdmi kablo ürünü.;2026-07-19 22:38:27.000;1;8,69E+12;1
83;Şık Gri Akıllı Saat Max 01-0083;140746.00;170;Elektronik kategorisi için gri renkli, şık akıllı saat ürünü.;2026-07-22 21:12:43.000;1;8,69E+12;1
84;Kompakt Lacivert Taşınabilir Şarj Cihazı Plus 01-0084;2128629.00;661;Elektronik kategorisi için lacivert renkli, kompakt taşınabilir şarj cihazı ürünü.;2026-07-05 23:57:23.000;1;8,69E+12;1
85;Dayanıklı Yeşil Tablet Standı Nova 01-0085;2471965.00;981;Elektronik kategorisi için yeşil renkli, dayanıklı tablet standı ürünü.;2026-07-22 10:38:28.000;1;8,69E+12;1
86;Premium Mor Oyuncu Mouse Nova 01-0086;526728.00;444;Elektronik kategorisi için mor renkli, premium oyuncu mouse ürünü.;2026-07-25 13:21:45.000;1;8,69E+12;1
87;Yeni Nesil Mor HDMI Kablo Eco 01-0087;1416238.00;858;Elektronik kategorisi için mor renkli, yeni nesil hdmi kablo ürünü.;2026-07-23 16:08:12.000;1;8,69E+12;1
88;Hafif Yeşil Taşınabilir Şarj Cihazı Standart 01-0088;617416.00;724;Elektronik kategorisi için yeşil renkli, hafif taşınabilir şarj cihazı ürünü.;2026-07-27 16:23:39.000;1;8,69E+12;1
89;Yeni Nesil Yeşil Telefon Kılıfı Max 01-0089;3068314.00;596;Elektronik kategorisi için yeşil renkli, yeni nesil telefon kılıfı ürünü.;2026-07-07 17:34:49.000;1;8,69E+12;1
90;Premium Siyah Taşınabilir Şarj Cihazı Max 01-0090;394704.00;274;Elektronik kategorisi için siyah renkli, premium taşınabilir şarj cihazı ürünü.;2026-07-03 22:12:30.000;1;8,69E+12;1
91;Hafif Bej Taşınabilir Şarj Cihazı Mini 01-0091;1392570.00;242;Elektronik kategorisi için bej renkli, hafif taşınabilir şarj cihazı ürünü.;2026-07-11 10:49:01.000;1;8,69E+12;1
92;Modern Kahverengi Web Kamera Pro 01-0092;3436654.00;850;Elektronik kategorisi için kahverengi renkli, modern web kamera ürünü.;2026-07-31 03:48:20.000;1;8,69E+12;1
93;Premium Yeşil Laptop Soğutucu A Serisi 01-0093;3432551.00;603;Elektronik kategorisi için yeşil renkli, premium laptop soğutucu ürünü.;2026-07-31 03:08:18.000;1;8,69E+12;1
94;Pratik Bej HDMI Kablo Mini 01-0094;3351712.00;558;Elektronik kategorisi için bej renkli, pratik hdmi kablo ürünü.;2026-07-21 07:10:52.000;1;8,69E+12;1
95;Kaliteli Siyah Oyuncu Mouse Max 01-0095;1164054.00;260;Elektronik kategorisi için siyah renkli, kaliteli oyuncu mouse ürünü.;2026-07-17 08:55:02.000;1;8,69E+12;1
96;Kompakt Bej Telefon Kılıfı Elite 01-0096;716235.00;771;Elektronik kategorisi için bej renkli, kompakt telefon kılıfı ürünü.;2026-07-22 05:09:31.000;1;8,69E+12;1
97;Premium Beyaz Mekanik Klavye Elite 01-0097;639021.00;707;Elektronik kategorisi için beyaz renkli, premium mekanik klavye ürünü.;2026-07-17 15:03:03.000;1;8,69E+12;1
98;Kaliteli Mor HDMI Kablo C Serisi 01-0098;116351.00;364;Elektronik kategorisi için mor renkli, kaliteli hdmi kablo ürünü.;2026-07-11 08:40:56.000;1;8,69E+12;1
99;Dayanıklı Siyah Kablosuz Kulaklık Luna 01-0099;1165569.00;906;Elektronik kategorisi için siyah renkli, dayanıklı kablosuz kulaklık ürünü.;2026-07-16 12:58:15.000;1;8,69E+12;1
100;Ekonomik Mor Web Kamera B Serisi 01-0100;967460.00;792;Elektronik kategorisi için mor renkli, ekonomik web kamera ürünü.;2026-07-12 23:00:08.000;1;8,69E+12;1
101;Şık Pembe Tablet Standı C Serisi 01-0101;1704590.00;978;Elektronik kategorisi için pembe renkli, şık tablet standı ürünü.;2026-07-25 13:32:05.000;1;8,69E+12;1
102;Yeni Nesil Mor Kablosuz Kulaklık Eco 01-0102;3128654.00;85;Elektronik kategorisi için mor renkli, yeni nesil kablosuz kulaklık ürünü.;2026-07-13 18:31:14.000;1;8,69E+12;1
103;Modern Turuncu Taşınabilir Şarj Cihazı Nova 01-0103;3224371.00;607;Elektronik kategorisi için turuncu renkli, modern taşınabilir şarj cihazı ürünü.;2026-07-29 10:47:25.000;1;8,69E+12;1
104;Kaliteli Mavi Bluetooth Hoparlör B Serisi 01-0104;3239479.00;68;Elektronik kategorisi için mavi renkli, kaliteli bluetooth hoparlör ürünü.;2026-07-03 05:13:21.000;1;8,69E+12;1
105;Premium Mavi Mekanik Klavye Plus 01-0105;2649688.00;711;Elektronik kategorisi için mavi renkli, premium mekanik klavye ürünü.;2026-07-18 00:25:00.000;1;8,69E+12;1
106;Kaliteli Mor Oyuncu Mouse Plus 01-0106;582941.00;575;Elektronik kategorisi için mor renkli, kaliteli oyuncu mouse ürünü.;2026-07-31 00:45:53.000;1;8,69E+12;1
107;Dayanıklı Lacivert Telefon Kılıfı Standart 01-0107;2276753.00;108;Elektronik kategorisi için lacivert renkli, dayanıklı telefon kılıfı ürünü.;2026-07-21 14:31:22.000;1;8,69E+12;1
108;Kaliteli Siyah Taşınabilir Şarj Cihazı B Serisi 01-0108;2536018.00;399;Elektronik kategorisi için siyah renkli, kaliteli taşınabilir şarj cihazı ürünü.;2026-07-22 04:43:16.000;1;8,69E+12;1
109;Dayanıklı Siyah Telefon Kılıfı Luna 01-0109;648330.00;265;Elektronik kategorisi için siyah renkli, dayanıklı telefon kılıfı ürünü.;2026-07-22 02:18:12.000;1;8,69E+12;1
110;Günlük Bej Kablosuz Kulaklık Nova 01-0110;3313045.00;389;Elektronik kategorisi için bej renkli, günlük kablosuz kulaklık ürünü.;2026-07-08 20:50:18.000;1;8,69E+12;1
111;Ekonomik Lacivert Oyuncu Mouse Luna 01-0111;2074198.00;379;Elektronik kategorisi için lacivert renkli, ekonomik oyuncu mouse ürünü.;2026-07-19 02:09:20.000;1;8,69E+12;1
112;Modern Mavi Oyuncu Mouse Luna 01-0112;1701887.00;322;Elektronik kategorisi için mavi renkli, modern oyuncu mouse ürünü.;2026-07-09 06:01:09.000;1;8,69E+12;1
113;Dayanıklı Beyaz Kablosuz Kulaklık Eco 01-0113;3243726.00;227;Elektronik kategorisi için beyaz renkli, dayanıklı kablosuz kulaklık ürünü.;2026-07-13 21:33:34.000;1;8,69E+12;1
114;Yeni Nesil Pembe Tablet Standı Plus 01-0114;3189746.00;417;Elektronik kategorisi için pembe renkli, yeni nesil tablet standı ürünü.;2026-07-05 05:18:11.000;1;8,69E+12;1
115;Şık Beyaz Mekanik Klavye C Serisi 01-0115;1466348.00;521;Elektronik kategorisi için beyaz renkli, şık mekanik klavye ürünü.;2026-07-09 16:06:41.000;1;8,69E+12;1
116;Yeni Nesil Gri Telefon Kılıfı Plus 01-0116;2188394.00;292;Elektronik kategorisi için gri renkli, yeni nesil telefon kılıfı ürünü.;2026-07-31 19:31:14.000;1;8,69E+12;1
117;Profesyonel Bej Web Kamera Standart 01-0117;1283716.00;731;Elektronik kategorisi için bej renkli, profesyonel web kamera ürünü.;2026-07-23 05:44:15.000;1;8,69E+12;1
118;Şık Lacivert USB Bellek Standart 01-0118;165958.00;264;Elektronik kategorisi için lacivert renkli, şık usb bellek ürünü.;2026-07-19 19:06:47.000;1;8,69E+12;1
119;Premium Kahverengi Oyuncu Mouse Pro 01-0119;3329608.00;271;Elektronik kategorisi için kahverengi renkli, premium oyuncu mouse ürünü.;2026-07-10 07:23:34.000;1;8,69E+12;1
120;Kaliteli Gri Laptop Soğutucu A Serisi 01-0120;612383.00;52;Elektronik kategorisi için gri renkli, kaliteli laptop soğutucu ürünü.;2026-07-30 13:31:48.000;1;8,69E+12;1
121;Ekonomik Mavi Web Kamera Pro 01-0121;1232904.00;596;Elektronik kategorisi için mavi renkli, ekonomik web kamera ürünü.;2026-07-18 07:05:39.000;1;8,69E+12;1
122;Ekonomik Bej Web Kamera Mini 01-0122;788873.00;377;Elektronik kategorisi için bej renkli, ekonomik web kamera ürünü.;2026-07-02 06:06:17.000;1;8,69E+12;1
123;Premium Gri Taşınabilir Şarj Cihazı A Serisi 01-0123;97818.00;614;Elektronik kategorisi için gri renkli, premium taşınabilir şarj cihazı ürünü.;2026-07-07 00:41:35.000;1;8,69E+12;1
124;Ekonomik Mavi Mekanik Klavye Standart 01-0124;593010.00;159;Elektronik kategorisi için mavi renkli, ekonomik mekanik klavye ürünü.;2026-07-26 02:26:44.000;1;8,69E+12;1
125;Kompakt Mavi Laptop Soğutucu Elite 01-0125;1553919.00;391;Elektronik kategorisi için mavi renkli, kompakt laptop soğutucu ürünü.;2026-07-16 19:04:05.000;1;8,69E+12;1
126;Şık Siyah HDMI Kablo Pro 01-0126;2774638.00;432;Elektronik kategorisi için siyah renkli, şık hdmi kablo ürünü.;2026-07-25 22:35:48.000;1;8,69E+12;1
127;Şık Lacivert Oyuncu Mouse C Serisi 01-0127;2088954.00;374;Elektronik kategorisi için lacivert renkli, şık oyuncu mouse ürünü.;2026-07-24 10:29:52.000;1;8,69E+12;1
128;Pratik Kırmızı Web Kamera Luna 01-0128;2625723.00;873;Elektronik kategorisi için kırmızı renkli, pratik web kamera ürünü.;2026-07-24 15:52:29.000;1;8,69E+12;1
129;Kaliteli Kırmızı USB Bellek Luna 01-0129;841875.00;114;Elektronik kategorisi için kırmızı renkli, kaliteli usb bellek ürünü.;2026-07-12 11:43:05.000;1;8,69E+12;1
130;Profesyonel Pembe Web Kamera Nova 01-0130;3341215.00;350;Elektronik kategorisi için pembe renkli, profesyonel web kamera ürünü.;2026-07-22 07:16:58.000;1;8,69E+12;1
131;Pratik Siyah Bluetooth Hoparlör A Serisi 01-0131;1976273.00;107;Elektronik kategorisi için siyah renkli, pratik bluetooth hoparlör ürünü.;2026-07-31 05:52:45.000;1;8,69E+12;1
132;Profesyonel Mavi Kablosuz Kulaklık Plus 01-0132;2968648.00;762;Elektronik kategorisi için mavi renkli, profesyonel kablosuz kulaklık ürünü.;2026-07-23 20:23:49.000;1;8,69E+12;1
133;Profesyonel Mor Taşınabilir Şarj Cihazı Mini 01-0133;2900372.00;616;Elektronik kategorisi için mor renkli, profesyonel taşınabilir şarj cihazı ürünü.;2026-07-30 04:36:04.000;1;8,69E+12;1
134;Dayanıklı Turuncu Tablet Standı B Serisi 01-0134;2868814.00;624;Elektronik kategorisi için turuncu renkli, dayanıklı tablet standı ürünü.;2026-07-16 21:27:00.000;1;8,69E+12;1
135;Pratik Siyah Taşınabilir Şarj Cihazı Max 01-0135;2986268.00;462;Elektronik kategorisi için siyah renkli, pratik taşınabilir şarj cihazı ürünü.;2026-07-20 14:21:49.000;1;8,69E+12;1
136;Kaliteli Bej HDMI Kablo B Serisi 01-0136;839964.00;411;Elektronik kategorisi için bej renkli, kaliteli hdmi kablo ürünü.;2026-07-16 19:41:28.000;1;8,69E+12;1
137;Dayanıklı Lacivert Mekanik Klavye Mini 01-0137;3123330.00;279;Elektronik kategorisi için lacivert renkli, dayanıklı mekanik klavye ürünü.;2026-07-01 12:29:44.000;1;8,69E+12;1
138;Şık Beyaz HDMI Kablo C Serisi 01-0138;2648211.00;961;Elektronik kategorisi için beyaz renkli, şık hdmi kablo ürünü.;2026-07-16 21:53:04.000;1;8,69E+12;1
